(0.89500133272662663, 0.98734233974666108),
(0.42426012821940451, 0.082398565777320451),
(0.15732699191709662, 0.51613737298804274),
(0.57053493864750715, 0.47326616523254428),
(0.68716194964472888, 0.67548638813684003),
(0.1130969006356944, 0.33811384560620317),
(0.36315735048603065, 0.8254994075370311),
(0.75609088092766796, 0.15322903011430647),
(0.86106215155358223, 0.61677378270643057),
(0.30860764665621337, 0.41179154690974118),
(0.0089005372638634467, 0.92633405242953593),
(0.71549111587322645, 0.0036843079917708021),
(0.55077482032788971, 0.75439542111015989),
(0.24054805347810942, 0.23488511079450083),
(0.4642961513042797, 0.73689216655367262),
(0.97616772989817269, 0.27040862979288549),
(0.80565546163243495, 0.85531032001269469),
(0.32158526582474728, 0.17911521194355884),
(0.086886656758919684, 0.63288023834888307),
(0.65031887180526893, 0.34492052625031294),
(0.59570769818971792, 0.5346263110436511),
(0.14878280019642628, 0.45701774681037466),
(0.40273481926549026, 0.9423464603243179),
(0.92482862731239013, 0.11737749665040716),
(0.94062532395666509, 0.70055914272141229),
(0.46930417603474883, 0.28845647896351057),
(0.1900668853458857, 0.79366405251189176),
(0.50839691022959177, 0.20986576670698603),
(0.74369884799482411, 0.88346033558378079),
(0.046629563402206663, 0.042854332454206279),
(0.27979851176197601, 0.58557926132058224),
(0.83661058515181952, 0.38744810278501901),
(0.81406757417321896, 0.90812789785571102),
(0.26350611956296238, 0.029956110272060393),
(0.051425495732924875, 0.60512677008593829),
(0.72874741655713349, 0.4222126534696295),
(0.52748382934547888, 0.72994221194265918),
(0.21752811549548945, 0.26231881734387741),
(0.48476377665148329, 0.77659271256902651),
(0.95609074185207021, 0.22484856537614126),
(0.92019474819499947, 0.50316833644704972),
(0.3903419091515023, 0.48637711583935928),
(0.14060663199941492, 0.97449716712428602),
(0.6102321908626327, 0.064914216858352788),
(0.6278468523866525, 0.83484180977223221),
(0.068658706807213282, 0.14038723281798221),
(0.33447719763548561, 0.67118123717980671),
(0.79551562865929726, 0.32238849762288752),
(0.9910552617353523, 0.8102825906414558),
(0.45281617647284411, 0.19001759009741456),
(0.22607338599219839, 0.71364726080941487),
(0.53960291264922466, 0.30846910125914007),
(0.69145710779174752, 0.57665068953558885),
(0.022266834560999631, 0.39580474803060323),
(0.28277503995354852, 0.8983921938951771),
(0.85855329333156027, 0.053860038899871204),
(0.77767316820049148, 0.64867564463177863),
(0.35459804522251381, 0.36445632406680545),
(0.10685559591100567, 0.87111371151838557),
