(0.76814217837775645, 0.33337811038728538),
(0.27138839491714406, 0.8302660721120152),
(0.17695183161208625, 0.23732875642205034),
(0.72634164752570229, 0.74499151354080362),
(0.59785038437422622, 0.0084181770044354162),
(0.095781686847299582, 0.50967880414077493),
(0.49666378850622195, 0.44066755710591898),
(0.98988525310187592, 0.95428577746509036),
(0.52531740852461839, 0.25342899717087375),
(0.053353335819399036, 0.75537211293336892),
(0.36609198211360094, 0.080515738128266581),
(0.87431404186888406, 0.57031496993906095),
(0.92779688822642636, 0.17317967351007452),
(0.43260118131587344, 0.66264225264306376),
(0.24879435222764587, 0.400070039559624),
(0.66413385677480796, 0.87774343025318791),
(0.951606944704666, 0.40773076062264996),
(0.43813519907361076, 0.90825294609660079),
(0.084921097328181927, 0.094208225065942008),
(0.59043243439443005, 0.60920984041060322),
(0.71177971786243965, 0.15592702947391754),
(0.21701328188984212, 0.64461897248978128),
(0.33880147910678571, 0.28159712418867594),
(0.83828986536673988, 0.87495944986207452),
(0.655098947444678, 0.47071667340368922),
(0.15439206624137858, 0.9700165767452974),
(0.40380386712305594, 0.18794374258972796),
(0.90560802590513001, 0.71714838926121316),
(0.80993148184580999, 0.031621895819876768),
(0.31131496018266624, 0.53352355737236068),
(0.030530948174127902, 0.34739446852955741),
(0.53817882145493945, 0.78161576754750517),
(0.88282430637046994, 0.3040049000038314),
(0.38886680956009079, 0.77920524475545494),
(0.044770366075755831, 0.21034417340043449),
(0.6195160521525932, 0.71967410417213129),
(0.70302332167193582, 0.047453136213922546),
(0.18928824787117676, 0.54758617304181001),
(0.35707447652211105, 0.4355454296303708),
(0.75180288051877975, 0.93443730538511727),
(0.57770034773099543, 0.38823507661407741),
(0.077788645379354593, 0.89325685347590689),
(0.47568112914201516, 0.026180922184673248),
(0.9826462516615454, 0.62193563920961825),
(0.79597032145936097, 0.2267161376751492),
(0.32120032274156107, 0.69055371594239767),
(0.13992031157227713, 0.36663083973316557),
(0.74846309289324853, 0.84715355275257553),
(0.81285330493878127, 0.45912141003813289),
(0.28264068036009499, 0.98521084161182171),
(0.23320511340383315, 0.11285773532255176),
(0.68691842348706778, 0.57999661655877555),
(0.56054258027357695, 0.13115684065974151),
(0.10958961270485469, 0.63639102761151967),
(0.45453809649706883, 0.32801853235673467),
(0.95561401318788219, 0.82734098210835516),
(0.64022492005572418, 0.27773661351404283),
(0.15770201512216145, 0.80651656369942681),
(0.2636294665789245, 0.17020294228989277),
(0.84563417513804773, 0.67320690819226914),
(0.91415704134032039, 0.063780556071770189),
(0.42156023461489817, 0.52750741110195776),
(0.00026802301748512586, 0.49190115895785369),
(0.51560127987384674, 0.94656222730212691),
(0.82344955967638822, 0.29104714925204872),
(0.31337855097118461, 0.76561336127637991),
(0.19816612670476175, 0.1618645209531912),
(0.67921927552395567, 0.6662654135672742),
(0.50288052108781545, 0.090933599382406458),
(0.037430814280886127, 0.56368628136406984),
(0.42782974224485509, 0.39769138881087462),
(0.90705537816699144, 0.92848749262939545),
(0.56499009734087702, 0.31667162042050012),
(0.086003500877562283, 0.81713616524206656),
(0.29505745166496911, 0.059530617156021683),
(0.77351029552430739, 0.55748878633857379),
(0.96881864868690404, 0.24903998937085337),
(0.46462544366926939, 0.74048945615220352),
(0.16501429376971077, 0.44624657782724469),
(0.69494308515967385, 0.97742175677093113),
(0.89755855267085083, 0.49982307729800868),
(0.3752698401810014, 0.99308569930281243),
(0.0093009844736423233, 0.044980016887003711),
(0.51665417106617928, 0.54243540562685566),
(0.6304959520879625, 0.19620330966427468),
(0.12564181760535539, 0.72723683667865624),
(0.30383922078455738, 0.35320994654789883),
(0.80370937099409268, 0.77095107272474506),
(0.74195893185657025, 0.42679123098062416),
(0.2189589928657083, 0.90405892291840761),
(0.49094882832824382, 0.18351533399125608),
(0.96535408677915113, 0.68617660671550484),
(0.83501450498932295, 0.12494164506674477),
(0.34856854963775541, 0.61710233670352932),
(0.10253570178167967, 0.26916769670518575),
(0.57822408835200401, 0.86296232820060181),
(0.94529600350943443, 0.33691834589164266),
(0.47805569924019986, 0.83760241677213287),
(0.12463183210309609, 0.14774144021795915),
(0.54176044529800682, 0.65540935604183781),
(0.64225674653822673, 0.10700857348750983),
(0.14516385167432611, 0.58792131048453566),
(0.25018945339346216, 0.47999818601766719),
(0.85268415775096307, 0.96867419560059298),
(0.55461520644134288, 0.46777185461176796),
(0.054903256690172146, 0.94524817960047858),
(0.41387286749884972, 0.070404770059156685),
(0.93650591356158952, 0.5214454251649886),
(0.86685914739586922, 0.14005057057679252),
(0.28118664571355001, 0.62733545971194005),
(0.23437794894314409, 0.30554677369380662),
(0.65674876923388326, 0.80341208183734769),
(0.78702500266078568, 0.38200732172116975),
(0.36765515380803271, 0.88675028586405047),
(0.18739877732013738, 0.022031328185810637),
(0.72843706582277878, 0.5001619257198654),
(0.60245833701358176, 0.22613916590951444),
(0.022918767802882, 0.70416585893691697),
(0.39843477542328209, 0.25800247168826423),
(0.87579262572257177, 0.79679822195437944),
(0.70367733666739041, 0.36743466627430305),
(0.20680607360225772, 0.85160510036088832),
(0.32838641689390896, 0.21129770176296322),
(0.76552875371890827, 0.69588224022455114),
(0.9926448398333525, 0.0010531719370501056),
(0.45214285109043362, 0.59402714640967824),
(0.069815156831083386, 0.42166260313149156),
(0.61201023396119802, 0.92181140438128828),
(0.75408022993459511, 0.27371940912904963),
(0.34591885993512267, 0.82339440621351245),
(0.24298610486169592, 0.23307066778578275),
(0.73351910032237488, 0.6308095105649254),
(0.55827584233855099, 0.058279846293946821),
(0.093639249830858987, 0.56670408745698497),
(0.43409168071341558, 0.46247410368033115),
(0.99769212388335238, 0.88419816825883824),
(0.5080641430686057, 0.37366117630692786),
(0.019129642518640189, 0.8126055097822964),
(0.3280357708188153, 0.018795070891400863),
(0.82897645363354, 0.52402775240268051),
(0.98733553280734498, 0.1280830073373776),
(0.38569428682806084, 0.71115678963779205),
(0.19440314961428509, 0.49380064710138222),
(0.66301522517024825, 0.93751534870614506),
(0.96201358741948395, 0.45661000297784404),
(0.39233059411652371, 0.9313004760775998),
